productName,brand,price,currency,GTIN
Ägg M/L Frigående Höns 30-Pack,SJÖMARKENS,86.95,SEK,7331469053034
Mild Yoghurt Naturell 3,8-4,5% EKO KRAV,ARLA KO EKO,27.5,SEK,7310865699503
Ölkorv Original,NYHLÉNS HUGOSONS,28.95,SEK,7393263051609
Sticky Notes Färgad Kub 75X75mm,INFO NOTES,41.95,SEK,4011169654399
Gelésocker Multi,DANSUKKER,24.95,SEK,7310340134000
Falukorv,HÄRRYDA KARLSSON,62.95,SEK,7350037195730
Hårfärg 4 Ljus Askblond,MOOD,54.95,SEK,7332531079082
Raspberry Sockerfri,FISHERMAN'S,12.95,SEK,96130797
Krutonger,ZETA,27.5,SEK,7350002401088
Tuggummi Extra White Peppermint,WRIGLEY'S,16.95,SEK,4009900527859
Noblesse Havssalt Crisp,MARABOU,39.95,SEK,7622210976895
Sambal Oelek,SANTA MARIA,69.95,SEK,7311310046835
Hårfärg 34 Mellan Askbrun,MOOD,54.95,SEK,7332531079259
Vitlöksklyftor Marinerade,RIDDERHEIMS,36.5,SEK,7392555006938
Kronärtskocka I Örtmarinad,RIDDERHEIMS,36.5,SEK,7392555006952
Kryddkorv Slottslagrad Cheddar,KORVPOJKARNA,39.95,SEK,7350014905307
Hårfärg 26 Svart,MOOD,54.95,SEK,7332531078528
Brysselkål, Fryst,FINDUS,26.5,SEK,7310500120287
Hårfärg 8 Ljusbrun,MOOD,54.95,SEK,7332531078603
Prosciutto Deliskivor,GARANT,32.95,SEK,7340083468513
Lasse Maja Lager Öl 3,5%,INLANDSBRYGGER,16.95,SEK,7350010680109
Bugles Nacho Cheese,LAY'S,29.95,SEK,8710398502629
Cashewnötter Rostade/Saltade,ELDORADO,54.95,SEK,7340083490088
Laxfilé Fryst,OMEGA,115,SEK,7340083455889
Planteringspinne 120cm,GROUW,14.95,SEK,5709386102500
Sticky Notes Rosa 75X75mm,INFO NOTES,14.95,SEK,4011169654320
Chips Saltade,OLW,22.95,SEK,7340083472763
Planteringspinne 150cm,GROUW,17.95,SEK,5709386102517
Kolsyrat Vatten Mango,PREMIER,44.95,SEK,7611612516488
Planteringspinne 180cm,GROUW,19.95,SEK,5709386102524
iMat EKO KRAV,OATLY,12.95,SEK,7394376615627
Svampbuljong,KNORR,13.95,SEK,7310300000567
Chips Dill & Gräslök,OLW,22.95,SEK,7340083472787
Hårfärg 106 Slingblond X-tra,MOOD,54.95,SEK,7332531078566
Cashewnötter Sourcream & Onion,EXOTIC SNACKS,57.95,SEK,7391814007563
Chips Sourcream & Onion,OLW,22.95,SEK,7340083472794
Kinder Maxi,FERRERO,36.95,SEK,4008400221021
Grillchips,OLW,22.95,SEK,7340083472770
Kaffe Summer Edition Hela Bönor,ZOÉGAS,73.95,SEK,7310731101871
Macadamianötter,EXOTIC SNACKS,57.95,SEK,7391814007587
Tvättservetter,LIBERO,28.95,SEK,7322541164724
Wet Wipes Duo,LIBERO,46.95,SEK,7322541164762
Red Bull Energidryck Blåbär,RED BULL,15.95,SEK,90376825
Somunbröd, Fryst,PLIVIT,16.95,SEK,3870004009579
Falukorv,SOLNA KORV,46.95,SEK,7350053711907
Iste Persika,PFANNER,24.5,SEK,9006900011529
NAN Ha 1 0 Mån,NESTLÉ,167,SEK,7613037268287
Hårfärg 9 Mellanbrun,MOOD,54.95,SEK,7332531078924
Svensk Honung,SVENSK HONUNGSFÖRÄDLING,74.95,SEK,7311841525700
Crème Fraiche 34% Laktosfri,SKÅNEMEJERIER,17.5,SEK,7310867523813
Hårfärg 10 Mörkbrun,MOOD,54.95,SEK,7332531079044
Fruktdryck Mango Utan Tillsatt Socker,PROVIVA,33.95,SEK,7350000550399
iMat,OATLY,29.95,SEK,7394376615771
Macar Salami,ALADIN,29.95,SEK,4018342155018
Dubbel Nougat,MARABOU,8.95,SEK,7622210865335
Kids Moisturising Sun Spray SPF 30,NIVEA SUN,125,SEK,4005900355300
Silvergirland,BLOMSTERBODA,49.95,SEK,4011260181329
Ättikssprit 12%,WINBORGS,20.95,SEK,7310300011020
BRI SALTGURKA FÄRSK 500G,BRINKS,89.95,SEK,7392183500020
NAN Pro 3 12 Mån,NESTLÉ,129,SEK,7613038160023
Protect & Moisture Sollotion SPF 30,NIVEA SUN,125,SEK,4005900370716
BRI SALTGURKA FÄRSK 280G,BRINKS,55.95,SEK,7392183280052
BRI ÄTTIKSGURKA SKIV 500G,BRINKS,36.95,SEK,7392183501430
BRI ÄKTA SALTGURKA 250G,BRINKS,22.95,SEK,7392183251113
Yoghurt Mild Jordgubb Lättsockrad 1,4% Laktosfri,ARLA KO,39.95,SEK,7310865890320
Hårfärg 1 X-tra Ljus Askblond,MOOD,54.95,SEK,7332531078764
LEGO® Classic Grön basplatta,LEGO,109,SEK,5702017184265
BRI FÄR.SAL GURKA SK 280G,BRINKS,41.95,SEK,7392183280038
Flingor Cinnamon Stars,ELDORADO,25.95,SEK,7311043006472
LEGO® Classic Grå basplatta,LEGO,189,SEK,5702017185279
BRI ÄKTA SALTGURKA 500G,BRINKS,31.95,SEK,7392183501126
LEGO® Classic Blå basplatta,LEGO,119,SEK,5702017185286
Citrongräs, Klass 1,None,27.95,SEK,5705422801215
Banana Skids,SWIZZELS,6.95,SEK,5010478247819
BRI FÄRDIGSALTA GURKA 1KG,BRINKS,135,SEK,7392183010024
LEGO® Classic Vit basplatta,LEGO,109,SEK,5702017185217
Protect & Moisture Spray SPF 15,NIVEA SUN,115,SEK,4005900370556
Havregurt Naturell,OATLY,31.95,SEK,7394376615740
LEGO® Classic Kreativa monster,LEGO,119,SEK,5702017117485
Rödbetssallad,ELDORADO,14.5,SEK,7340083445385
Plommon Softa EKO KRAV,SALTÅ KVARN,39.95,SEK,7317731504206
Halloween Mix Nät,LAICA,14.95,SEK,8008743047018
LEGO® DUPLO® Classic Grön,LEGO,179,SEK,5702017194882
LEGO® DUPLO® Town Polisstation & helikopter,LEGO,599,SEK,5702017153629
Potatismos,ELDORADO,22.5,SEK,7340083458491
LEGO® DUPLO® Town Polismotorcykel,LEGO,109,SEK,5702017153636
Hårfärg 105 Ultrablond X-tra,MOOD,54.95,SEK,7332531078689
Havregurt Jordgubb,OATLY,31.95,SEK,7394376615757
LEGO® DUPLO® Town Brandbil,LEGO,369,SEK,5702017153650
Sade Dilim,ALADIN,14.95,SEK,4018342195250
LEGO® DUPLO® Town Brandstation & helikopter,LEGO,1199,SEK,5702017153681
Guldmedalj Choklad,STEENLAND CHOCOLATE,14.95,SEK,87188653
Drickkvarg Persika/Passion Laktosfri,YALLA,15.95,SEK,5711953088766
Chips Dill & Gräslök,LANTCHIPS,27.95,SEK,7392659002454
Excellence Salty Liquorice,LINDT,34.95,SEK,4000539281082
Chips Svartpeppar,LANTCHIPS,27.95,SEK,7392659002461
Iced Cappuccino,GEVALIA,26.95,SEK,8711000494554
Grillad Kyckling,PÄRSONS,31.95,SEK,7330797077095
Latte Caramel,GEVALIA,26.95,SEK,8711000494585
Hårfärg 107 Silverblond,MOOD,54.95,SEK,7332531078801
Bön & Glasnudlar,RISBERG,21.95,SEK,7391693707837
Cappuccino,GEVALIA,26.95,SEK,8711000494615
Tavuk Dilim,ALADIN,14.95,SEK,4018342195267
Cookies XL Daim 8-Pack,MARABOU,32.95,SEK,7622300721459
Sjögräschips Sesam,RISBERG,28.95,SEK,7391693381464
Majssnacks Sourcream,DORITOS,31.95,SEK,8710398523617
Hårfärg 21 Kaffebrun,MOOD,54.95,SEK,7332531078962
Doritos Paprika,DORITOS,31.95,SEK,8710398523679
Excellence Päron,LINDT,34.95,SEK,7610400088459
Dumplings Kyckling, Fryst,SPICEFIELD,32.95,SEK,7611612120814
Grönsakslasagne 8 Mån EKO KRAV,HIPP,16.95,SEK,4062300326521
Tuggummi Sweet Fruit,WRIGLEY'S,16.95,SEK,4009900527910
Tuggummi White Sweet Mint,WRIGLEY'S,16.95,SEK,4009900527897
Age Perfect Golden Age Night,L'ORÉAL,155,SEK,3600523242689
A-Fil 3% Laktosfri,GARANT,20.95,SEK,7340083496219
Lättmjölk 0,5%,GARANT,15.95,SEK,7340083495670
Baconsnacks,SUNDLINGS,21.5,SEK,7331755010420
Tuggummi White Melon Mint,WRIGLEY'S,16.95,SEK,4009900527873
LEGO® Icons Vespa 125,LEGO,1299,SEK,5702017151861
Paté Grönpeppar,SANPAREIL,51.95,SEK,5410321290410
LEGO® Creator Superrobot,LEGO,109,SEK,5702017117461
Myggspray,SALUBRIN,119,SEK,7322337060148
LEGO® Creator Fantasiskogsvarelser,LEGO,189,SEK,5702017117454
Honung,NYDALA BIGÅRD,87.95,SEK,7392611208313
Fästingspray,SALUBRIN,119,SEK,7322337060155
Drickkvarg Blåbär/Svarta Vinbär Laktosfri,YALLA,15.95,SEK,5711953088797
Röd Caviar,GARANT,33.95,SEK,7311041062821
LEGO® Creator Överljudsjetplan,LEGO,259,SEK,5702017117447
Tablett Elin Grå,RECYCLED BY WILLE,59.95,SEK,7332797341183
Jordnötsolja,ZETA,49.95,SEK,7350002401187
Bryggkaffe Crescendo,LÖFBERGS,46.95,SEK,7310050001999
Astro-Smoothie Äpple/Banan/Morot 24 Mån,NESTLÉ,12.95,SEK,7613287511546
Sun Protection Milk SPF 30,AMBRE SOLAIRE,89.95,SEK,3600542034234
Astro-Smoothie Äpple/Morot/Pumpa 24 Mån,NESTLÉ,12.95,SEK,7613287511577
Kalkonmortadella Paprika Skivad,ALADIN,14.95,SEK,4018342195274
iMat Fraiche,OATLY,18.95,SEK,7394376615290
Chips Sourcream/Onion,LAY’S MAX,28.95,SEK,8710398527370
Kycklingfärs,KRONFÅGEL,79.95,SEK,7300327665009
Potatis Majs & Kalkon 6 Mån EKO KRAV,HIPP,16.95,SEK,4062300247529
Havredryck Vaniljsmak,ELDORADO,15.5,SEK,7340083493553
Mygglotion,SALUBRIN,119,SEK,7322337060162
Pensé 10-Pack,BLOMSTERBODA,59.95,SEK,7350024520019
Gevalia Café Au Lait,TASSIMO,67.95,SEK,8711000502808
Biscoff Sandwich Mjölkchoklad,LOTUS,19.95,SEK,5410126006353
Biscoff Sandwich Cream,LOTUS,19.95,SEK,5410126006360
Chips Creamy Sriracha,ESTRELLA,29.95,SEK,7310532304860
LEGO® Speed Champions Lamborghini Countach,LEGO,319,SEK,5702017156729
Biscoff Sandwich Vanilj,LOTUS,19.95,SEK,5410126006377
Apelsinjuice Med Fruktkött,TROPICANA,36.95,SEK,5410188036664
Hjärtan Salt,ESTRELLA,20.95,SEK,7310532115091
Ritpapper,SENSE,49.95,SEK,7312460104185
Läkerol Big Pack Eucalyptus,LÄKEROL,28.95,SEK,7310350117994
Nötmix Chili,ESTRELLA,28.95,SEK,7310532153116
Grönpeppar I Lag,SANTA MARIA,34.95,SEK,7311311025006
Nässpray Anti-Inflamatoriskt,NASONEX,139,SEK,7046260234963
Nötmix Tranbär,ESTRELLA,28.95,SEK,7310532153123
Sesamfrön,KOCKENS,23.95,SEK,7350046464933
Chokladask Hjärta,MARABOU,57.95,SEK,7622210929525
LEG STAR W TM V/50075328,LEGO,849,SEK,5702017155548
Choco Moment,MARABOU,32.95,SEK,7622300750053
S-Märke Colasura,CANDY PEOPLE,13.95,SEK,7350039457669
Kattmat Lax I Mousse,GOURMET GOLD,9.95,SEK,50562343
Snacks Cheddar Cheese,FINN CRISP,23.5,SEK,7310130011627
Protect & Moisture Spray SPF 30,NIVEA SUN,139,SEK,4005900370617
Jarlsberg Original Skivad 27%,TINE,34.5,SEK,4004164009431
Sun Protection Milk SPF 20,AMBRE SOLAIRE,89.95,SEK,3600542034227
Onsalakorv Extrarökt,ONSALA,44.95,SEK,7393914031301
Kavring,SKOGAHOLM,35.95,SEK,7314871200005
Avokado Jumbo, Klass 1,None,19.95,SEK,74225
LEGO® Technic McLaren Formula 1,LEGO,2199,SEK,5702017160795
Kinder Bueno White,FERRERO,11.95,SEK,80761761
Triple Active Day Creme Dry/Sensitive,LOREAL,69.95,SEK,3600520372839
Dental 2In1 Multipack Medium,VITAKRAFT,76.95,SEK,4008239267382
Choco Mix,DR. OETKER,48.95,SEK,5701073062746
Solrosbröd,KUNG MARKATTA,29.95,SEK,7391835000604
Choklad Excellence 70%,LINDT,38.95,SEK,3046920028004
Kanelbullar 12-pack, Fryst,DAZZLEY,27.95,SEK,7340083498459
Smörgåsgurka,FELIX,29.95,SEK,7310240150131
LEGO® City Police Polisbil,LEGO,119,SEK,5702017161884
Hönö Skärgårdskaka,PÅGEN,37.95,SEK,7311070337297
Black Cola,MAC BLACK,8.5,SEK,7311120355226
Majonnäs Lätt,ELDORADO,19.95,SEK,7311041005019
KitKat,NESTLÉ,8.5,SEK,40052441
Protect & Moisture Sollotion SPF 20,NIVEA SUN,115,SEK,4005900370525
Kycklingfilé,GARANT,115,SEK,7340083498428
Kycklingfärs,GARANT,74.95,SEK,7340083498381
Karamelliserad Mjölk,TÖRSLEFFS,37.95,SEK,7315200015413
Chocolate Treasures Strong/Salty Liquorice,ANTHON BERG,41.95,SEK,5774540995007
Ringar Sourcream & Onion,OLW,19.95,SEK,7340005406753
Dentastix Medium,PEDIGREE,109,SEK,5998749107898
Proteinbar Hazelnut Caramel,PROPUD,23.95,SEK,7350068294143
Torskfilé, Fryst,GARANT,76.95,SEK,7340083498176
Antikljus Gul,FIXA,49.95,SEK,7340083456442
Soda Kolsyrat Vatten,SPENDRUPS,6.5,SEK,7310401010441
Kronljus Vit,FIXA,54.95,SEK,7340083456459
Kortlek, Svenska Figurer,TACTIC,34.95,SEK,6416739030081
Kronljus Vit 20cm,FIXA,129,SEK,7340083456466
Dentastix Large,PEDIGREE,175,SEK,5998749110829
Apelsinmarmelad Refill,BOB,21.95,SEK,7310090401698
Protect & Moisture Sollotion SPF 15,NIVEA SUN,109,SEK,4005900370655
Pärlset ABC,PLAYBOX,79.95,SEK,7394311910336
Plant Cheez Doodles Veganska,OLW,31.95,SEK,7340005406760
Ringkastarspel,SPRING SUMM,89.95,SEK,5713428009597
Ostbågar Cheez Cruncherz,OLW,31.95,SEK,7340005406777
Kolsyrat Vichy Vatten,VICHY,6.5,SEK,7310401010458
Pizzabotten,ALIMENTA,28.95,SEK,8000130480927
Kycklinglårfilé,GARANT,135,SEK,7340083498367
Sweet Liquorice,NELLIE DELLIES,28.5,SEK,5774540611808
Pinsa,ALIMENTA,28.95,SEK,8000130482419
Chocolate Treasures Sweet/Salty Liquorice,ANTHON BERG,41.95,SEK,5774540995403
Doftgran Summer Cotton,WUNDER-BAUM,24.95,SEK,7315870770339
Yoghurt Blåbär 2,0%,YOGGI,25.95,SEK,7310865698391
Fetaost,GARANT,23.95,SEK,7311043005727
Fetaost EKO KRAV,GARANT EKO,28.95,SEK,7311043005734
Champinjoner Vita I Ask, Klass 1,Sverige,33.95,SEK,7350063180007
Salladsost I Olja Och Kryddor,ELDORADO,31.95,SEK,7340083490149
Refining ClearUp Strips,NIVEA,52.95,SEK,4005808185580
Handtvål Blåbär,BLIW,20.95,SEK,7310618427032
Jordnötter Saltade,ELDORADO,19.95,SEK,7340083456336
Chips Sourcream & Triple Onion,GÅRDSCHIPS,27.95,SEK,7350045596222
Torskbitar Ojämna,KALURI,54.95,SEK,4740590074529
Grape Tonic,SPENDRUPS,6.95,SEK,7310401009926
Chokladpraliner Med Mousse,MERCI,57.95,SEK,4014400923735
Ris Grönsaker & Kyckling 6 Mån EKO KRAV,HIPP,16.95,SEK,4062300253520
Clausthaler Öl Lemon Alkoholfri,CLAUSTHALER,15.95,SEK,4053400268545
Vinblad I Lag,SEVAN,43.95,SEK,7331217011699
Glass Kaffe/Konjak, Fryst,KLING GLASS,23.95,SEK,7392504018715
Hamburgerost,GASTRINO,99.95,SEK,7340083493362
Tablett Elin Grå,RECYCLED BY WILLE,59.95,SEK,7332797341152
Ice Coffee Almond Latte Get Started,NUTRILETT,27.95,SEK,7070866025724
Tablett Elin Olivgrön,RECYCLED BY WILLE,59.95,SEK,7332797341275
Blomsterhonung,LUNE DE MIEL,56.95,SEK,3088545004001
Bok Harry Potter Magiska Handbok,CAPTECH,259,SEK,9789129743609
Polly Påsk,CLOETTA,35.95,SEK,7310350119004
Bok Dancing Queen,CAPTECH,79,SEK,9789113128177
Pasta & Broccoli 6 Mån EKO,HIPP,16.95,SEK,4062300321526
Ingefära Shot,GARANT,37.95,SEK,7340083497803
Länkkorv,HK,59.95,SEK,6409100050306
Tvättmedel Pulver Vitt,ELDORADO,14.95,SEK,7340083485992
Bok AI På 1 Minut,CAPTECH,129,SEK,9789180380225
Tandborste Barn Smiles 2-6 År,COLGATE,24.95,SEK,8714789086477
Tvättmedel Pulver Färg,ELDORADO,37.95,SEK,7340083485985
Salta Kringlor,ELDORADO,15.5,SEK,7311043003310
Tvättmedel Pulver Färg,ELDORADO,14.95,SEK,7340083485978
Potato Burger Bun,KORVBRÖDSBAGARN,29.95,SEK,7311372147730
Potatischips Paprikasmak,LAY'S,28.95,SEK,8710398165060
KÄR GIPSFIG ENHÖRN GLITTR,KÄRNAN,159,SEK,7317442501914
Bordstablett Tellus Ljusgrön,NOBLE HOUSE,39.95,SEK,7318161322507
Glass Kalastårta, Fryst,KLING GLASS,76.95,SEK,7392504018395
Senap,ELDORADO,12.5,SEK,7340083450723
Mellanmjölk Färsk 1,5%,ARLA KO,17.5,SEK,7310865001818
Supermocia 3 Action System,VILEDA,129,SEK,4023103072206
Magic Sipper Choklad,QUICK MILK,10.95,SEK,5996071650648
Lomo Tradicional Skivad,GARANT,29.95,SEK,7340083456589
Saltvattenlösning,OTRI-BABY,41.95,SEK,5051562010254
Joe' Kurt Naturell,NATURLI',25.95,SEK,5701977550509
Handtvål Vitsippa,BLIW,19.95,SEK,7310618427056
Nässug,OTRI-BABY,76.95,SEK,5051562010353
NAN Pro 3 Drickfärdig 12 Mån,NESTLÉ,21.95,SEK,7613038019208
Engångsfilter Till Nässug,OTRI-BABY,59.95,SEK,5054563073792
NAN Pro 4 18 Mån,NESTLÉ,129,SEK,7613038155463
Jalapeño Torkad, Klass 1,None,29.95,SEK,7311041071205
Magic Sipper Jordgubb,QUICK MILK,10.95,SEK,5996071650655
Toffifée Påsk,TOFFIFEE,66.95,SEK,4014400919424
Kvarg Hallonsmak 0,2%,LINDAHLS,22.95,SEK,7392672002059
Magic Sipper Vanilj,QUICK MILK,10.95,SEK,5996071650631
Kvarg Hallon 1,2% Laktosfri,LINDAHLS,27.5,SEK,7392672002134
Kvarg Vanilj 0,2% Utan Tillsatt Socker,LINDAHLS,9.95,SEK,7392672002103
Handtvål Milk/Honey,PALMOLIVE,30.95,SEK,8003520033659
Pepsi Max,PEPSI,13.5,SEK,7310070124906
Magic Sipper Banana 5-Pack,QUICK MILK,10.95,SEK,5996071659870
Grillrent,DAN GRILL,69.95,SEK,5709386116774
Handtvål Vitsippa Refill,BLIW,29.95,SEK,7310618426486
Proteinbar Salty Peanut,BAREBELLS,26.95,SEK,7340001803471
Supermocio 3 Action Refill,VILEDA,57.5,SEK,4023103072213
Kärnfri Vattenmelon Quetzali, Klass 1,None,54.95,SEK,2090194200001
Chokladkaka Oreo Filled,MARABOU,38.95,SEK,7622210448071
Okra, Fryst,SEVAN,16.5,SEK,7331217170426
Körsbärstomater EKO,KUNG MARKATTA,29.95,SEK,7391835917407
Receptbok Quanto Basta,CAPTECH,229,SEK,9789180023894
Snabbkaffe Koffeinfri,NESCAFÉ,74.95,SEK,7613287111180
Pepparkakor Välkryddade,ANNAS,32.95,SEK,7312220655803
Bok Fantus: Här Är Fantus!,CAPTECH,69,SEK,9789180380638
Dots,MARABOU,28.95,SEK,7622201423469
Kycklingbröstfilé, Fryst EKO,KRONFÅGEL,86.95,SEK,7300327321004
Handtvål Blåbär Refill,BLIW,31.5,SEK,7310618426455
Bluey 4 Småböcker,CAPTECH,79,SEK,9789180380232
Resespel Rita Och Gissa Junior,TACTIC,135,SEK,6416739533278
Resespel Sverige Frågespel Junior,TACTIC,135,SEK,6416739018300
Kakao,GARANT,35.95,SEK,7340083439148
Mariestad Öl Ljus Lager 3,5%,MARIESTADS,15.5,SEK,7310401006710
Resespel Lista Rätt,TACTIC,135,SEK,6416739565200
Aubergine, Klass 1,None,13.95,SEK,74603
Chicken Style Skivor Vegan,QUORN,27.5,SEK,5019503035704
Janssons Frestelse,CAROLINES KÖK,79.95,SEK,7331500703416
Mandeldryck EKO,GARANT EKO,24.95,SEK,7340083463075
Grillset 2-del,DANGRILL,159,SEK,5709386866204
Frasig Firre, Fryst,GARANT,55.95,SEK,7340083486623
Grillhandske Silikon,DANGRILL,79.95,SEK,5709386865337
Grillspett Inkluvise Hållare,DANGRILL,89.95,SEK,5709386865962
Vetemjöl,KUNGSÖRNEN,16.95,SEK,7310130006043
Grahamsmjöl,KUNGSÖRNEN,24.95,SEK,7310130006067
Grillfat 33x18Cm,DANGRILL,89.95,SEK,5709386881849
Vårrullar Classic, Fryst,DALOON,52.95,SEK,5741200319770
Kycklingbacon,GARANT,15.95,SEK,7340083468476
Aluminiumform 24x17cm 5-Pack,DANGRILL,34.95,SEK,5709386865030
Glass Gammeldags Vanilj, Fryst Laktosfri,ALVESTAGLASS,43.95,SEK,7391881002256
Mung Bean Burger Laktosfri Glutenfri EKO,OH MUNGOOD,52.95,SEK,7350125520123
Aluminiumform 34x23cm 5-Pack,DANGRILL,43.95,SEK,5709386865054
Kycklinglårfilé, Fryst,ELDORADO,64.95,SEK,7340083490163
Små Fina Delikatesspotatis I Påse, Klass 1,DALAODLAT,26.95,SEK,7315802051437
Ace Black Raspberry Chili Portion,ACE,40.95,SEK,5707294359900
Kycklingbröstfiléer, Fryst,MAJAS,125,SEK,7350011742066
Ace Black Raspberry Chili Portion Stock,ACE,369,SEK,5707294359917
Våtservetter,ELDORADO,12.5,SEK,7340083492488
Handdiskmedel,ELDORADO,16.95,SEK,7340083490118
Städservetter Kök,ELDORADO,19.95,SEK,7340083492518
Städservetter Badrum,ELDORADO,19.95,SEK,7340083492525
Pizzasten,DANGRILL,199,SEK,5709386865542
Xqs Wintergreen Portion Stock,XQS,359,SEK,7340170005553
Skivor Rökt Smak,QUORN,28.95,SEK,5019503035681
Kinder Maxi Easter Surprise,KINDER,59.95,SEK,4008400231327
Pizzaspade,DANGRILL,199,SEK,5709386878900
Gourmet Hamburgerbröd,PÅGEN,34.95,SEK,7311070008180
Vegobullar, Fryst,FÄRSODLARNA,39.95,SEK,7350124670102
Målarbok Paw Patrol,CAPTECH,49,SEK,9789180381116
Apelsinmarmelad,KOO,35.5,SEK,4000243108194
Cashew Rostade/Saltade,BESANA,63.95,SEK,7340083478956
Bok Blueych Barkbåtar,CAPTECH,79,SEK,9789180379908
Honung Flytande,ELDORADO,32.95,SEK,7340083462313
Hundmat Vuxen,MAGNUSSONS,239,SEK,7350033852125
Sharonfrukt, Klass 1,None,9.95,SEK,74428
Pysselbok Enhörningar,CAPTECH,49,SEK,9789180380201
Kronärtskocka, Klass 1,None,26.95,SEK,74084
Salsiccia Vitlök,INGEMAR JOHANSSON,44.95,SEK,7392767006962
Svartrökt Gallerskinka,JAKOBSDALS,33.5,SEK,7391196007595
Bok Julpyssel Musse & Helium,CAPTECH,79,SEK,9789179794613
Touch Of Taste Skaldjursfond,BONG,34.95,SEK,7322550052807
Hushåll 26% Skivad,ELDORADO,24.95,SEK,7340083446771
Shower Oil Infused,LDB,22.95,SEK,7310614024525
Lotion Oil Infused,LDB,36.95,SEK,7310614032063
Pysselbok Yumi & Tomu,CAPTECH,119,SEK,9789179793623
Bok LasseMajas Detektivbyrå Jul I Valleby - Hårda Paket,CAPTECH,129,SEK,9789179792817
Kökshandduk Blå/Vit,CT RECYCLING,19.95,SEK,7332797342197
Bok Den Stora Guiden Till Pokémonvärlden,CAPTECH,179,SEK,9789179793395
XQS Wintergreen Portion,XQS,38.95,SEK,7340170005546
Kökshandduk Grå/Vit,CT RECYCLING,19.95,SEK,7332797342050
Maskindisktabletter,ELDORADO,51.95,SEK,7340083490033
Mölkky Original,TACTIC,269,SEK,6416739549033
Kaffekokare,DAY,279,SEK,5709386724153
Vitlök Fläta, Klass 1,None,59.95,SEK,7311041071342
Florsocker,DANSUKKER,19.95,SEK,5701259100781
Barnlotion,LIBERO,35.95,SEK,7322540361148
Fruktkvarg Jordgubb/Aprikos/Banan,DANONINO,22.95,SEK,54016521
Hoppy Lager Öl Alkoholfri,CARLSBERG,10.95,SEK,7310070006011
Västkustskinka Skivad,KORVPOJKARNA,26.95,SEK,7350014907707
Kattmat Kyckling/Grönsaker,FRISKIES,49.95,SEK,7613034228314
Kärnvetemjöl Fullkorn,KUNGSÖRNEN,34.95,SEK,7310130006081
Resespel Ordmix,TACTIC,135,SEK,6416739565842
Hund Adventuros Nugget,ADVENTUROS,19.95,SEK,7613034916648
Basturökt Skinka Skivad,GARANT,20.95,SEK,7311041071748
Persiljerot, Klass 1,GARANT,24.95,SEK,7311041062807
Resespel Alias,TACTIC,135,SEK,6416739533094
Tonic Water Gurka,ÅHUS TONICS&MIXERS,22.95,SEK,7350115440035
Tunnknäcke Havssalt/Frön,LEKSANDS KNÄCKEBRÖD,39.95,SEK,7312080008153
Janssons Frestelse,CAROLINES KÖK,49.95,SEK,7331500700309
Ritter Sport Romrussin Hasselnöt,RITTER SPORT,16.95,SEK,4000417012005
Ritter Sport Alpin Mjölkchoklad,RITTER SPORT,16.95,SEK,4000417018007
Havrefrallor Glutenfri EKO, Fryst,MARTAS,44.95,SEK,7350123660128
Chili Habanero Gul, Klass 1,None,22.95,SEK,8716125987356
Surdegsbröd, Fryst,MARTAS,44.95,SEK,7350123660005
Apelsinjuice,GARANT,36.95,SEK,7340083456695
Brun Farin Strö,DANSUKKER,22.95,SEK,7310340114033
Stenbitsrom Svart,ABBA,42.95,SEK,7311171007891
Tandkräm För Rökare,CLINOMYN,34.95,SEK,7315980212224
Äpplejuice,GARANT,29.95,SEK,7340083456701
Ritter Sport Mörk Choklad Hasselnöt,RITTER SPORT,18.95,SEK,4000417702005
Tropisk Juice,GARANT,29.95,SEK,7340083456718
Maskindisktabletter,FIXA,74.95,SEK,7340083490026
Ritter Sport Salta Mandlar,RITTER SPORT,18.95,SEK,4000417704009
Sarek 8-Pack,POLARBRÖD,23.5,SEK,7311800640109
Kycklinglårfilé Strimlad,GULDFÅGELN,92.95,SEK,7313940012600
Nappflaska Anti-colic,MAM,69.95,SEK,7392855121102
Pärlsocker,DANSUKKER,19.95,SEK,7310340114026
Excellence 85%,LINDT,38.95,SEK,3046920028363
Kattmat Ox/Kyckling/Lever,FRISKIES,49.95,SEK,7613034231864
Thai Satay Medium Laktosfri,MRS CHENG'S,45.95,SEK,7037610048927
Pressat Äpple,TROPICANA,36.95,SEK,5410188036541
YO-ghurt Jordgubb 0,1%,VALIO,20.95,SEK,6408432086816
Cheesesnacks Original,GRANAROLO,15.5,SEK,8002670382150
Toffifée,TOFFIFEE,37.95,SEK,4014400900651
Mozzarella Riven,GRANAROLO,30.95,SEK,8002670312263
Tuggummi White Spearmint,WRIGLEY'S,38.95,SEK,4009900511544
Schampo Biotin + Repair,TRESEMMÉ,52.95,SEK,8710447224175
Microlax Rektallösning 5ml,MICROLAX,74.95,SEK,3574661085395
Balsam Biotin + Repair,TRESEMMÉ,48.95,SEK,8710447224205
Konfetti Svenska Flaggan 150-Pack,HEDLUND,19.95,SEK,7332458977812
Fröfrallor Glutenfri EKO, Fryst,MARTAS,44.95,SEK,7350123660111
Gourmetbröd, Fryst,MARTAS,44.95,SEK,7350123660012
Västerbottensost & Kantarellpaj, Fryst,FELIX,36.95,SEK,7310240079869
Tulpaner 10-Pack,BLOMSTERBODA,79.95,SEK,7315809000407
